,0
1536,0.53571427
1537,0.035714287
1538,0.071428575
1539,0.5714286
1540,0.0
1541,0.071428575
1542,1.9174504
1543,0.071428575
1544,0.071428575
1545,0.64285713
1546,0.0
1547,0.32142857
1548,0.39285713
1549,0.35714287
1550,2.7121754
1551,1.8214285
1552,1.1785715
1553,3.6785715
1554,1.2142857
1555,1.275945
1556,0.64285713
1557,0.9285714
1558,0.071428575
1559,0.17857143
1560,2.75
1561,0.75
1562,0.39285713
1563,5.022694
1564,0.53571427
1565,0.10714286
1566,0.25
1567,0.0
1568,1.2142857
1569,2.0
1570,0.32142857
1571,4.214286
1572,0.21428572
1573,1.0357143
1574,0.035714287
1575,0.21428572
1576,0.10714286
1577,0.10714286
1578,1.5357143
1579,0.071428575
1580,0.32142857
1581,2.2142856
1582,1.0043072
1583,0.071428575
1584,0.5714286
1585,0.14285715
1586,1.1785715
1587,1.0714285
1588,0.42857143
1589,2.607143
1590,0.21428572
1591,0.5
1592,0.2857143
1593,0.14285715
1594,0.35714287
1595,0.6785714
1596,2.4642856
1597,0.8894116
1598,0.071428575
1599,2.7142856
1600,0.25
1601,0.10714286
1602,3.642857
1603,1.9642857
1604,1.0
1605,1.6428572
1606,0.8214286
1607,0.75
1608,1.1785715
1609,0.5
1610,0.71428573
1611,0.39285713
1612,0.17857143
1613,0.32142857
1614,0.9285714
1615,3.5714285
1616,0.2857143
1617,1.0
1618,0.17857143
1619,1.7142857
1620,0.21428572
1621,0.14285715
1622,0.89285713
1623,1.6071428
1624,0.35714287
1625,2.892857
1626,0.25
1627,0.75
1628,0.035714287
1629,0.14285715
1630,0.035714287
1631,0.10714286
1632,1.25
1633,0.4642857
1634,0.2857143
1635,1.2857143
1636,0.10714286
1637,0.071428575
1638,1.5357143
1639,0.71428573
1640,2.0714285
1641,1.1785715
1642,0.14285715
1643,0.9285714
1644,0.60714287
1645,0.5714286
1646,0.6785714
1647,0.35714287
1648,0.035714287
1649,0.35714287
1650,1.4285715
1651,0.64285713
1652,0.10714286
1653,1.2142857
1654,0.14285715
1655,0.17857143
1656,1.3571428
1657,0.53571427
1658,2.4285715
1659,4.214286
1660,2.5357144
1661,10.142858
1662,0.96428573
1663,2.0357144
1664,0.75
1665,0.96428573
1666,0.60714287
1667,0.9285714
1668,9.071428
1669,2.7142856
1670,2.0357144
1671,9.535714
1672,2.25
1673,0.53571427
1674,0.39285713
1675,0.21428572
1676,0.42857143
1677,0.32142857
1678,0.10714286
1679,0.4642857
1680,0.2857143
1681,0.40233162
1682,0.14285715
1683,0.21428572
1684,0.0
1685,0.10714286
1686,0.35714287
1687,0.6785714
1688,0.0
1689,0.32142857
1690,0.035714287
1691,0.32142857
1692,4.3270345
1693,2.5
1694,2.0
1695,1.5
1696,0.39285713
1697,1.5
1698,1.1785715
1699,0.5714286
1700,1.3214285
1701,0.5714286
1702,0.071428575
1703,0.35714287
1704,2.3214285
1705,3.142857
1706,0.14285715
1707,2.6785715
1708,0.21428572
1709,0.71428573
1710,3.25
1711,0.71428573
1712,1.1785715
1713,1.1071428
1714,0.5714286
1715,0.5714286
1716,1.4020476
1717,0.5714286
1718,1.1071428
1719,0.42857143
1720,0.21428572
1721,0.14285715
1722,1.3571428
1723,2.3214285
1724,0.32142857
1725,0.96428573
1726,0.21428572
1727,0.6785714
1728,0.2857143
1729,0.14285715
1730,0.42857143
1731,0.96428573
1732,0.85714287
1733,1.9285715
1734,0.071428575
1735,0.77231675
1736,0.0
1737,0.10714286
1738,0.5545154
1739,0.25
1740,0.10714286
1741,0.35714287
1742,1.6071428
1743,0.5
1744,0.64285713
1745,0.53571427
1746,3.7142856
1747,0.9285714
1748,2.1746666
1749,1.3928572
1750,0.9885878
1751,0.89285713
1752,1.1785715
1753,0.71428573
1754,0.78571427
1755,0.60714287
1756,0.25
1757,0.32142857
1758,1.9084138
1759,4.035714
1760,0.17857143
1761,2.892857
1762,0.4642857
1763,1.7142857
1764,1.7142857
1765,0.75
1766,1.75
1767,1.1785715
1768,0.4642857
1769,1.3214285
1770,0.6785714
1771,0.42857143
1772,1.4673442
1773,0.39285713
1774,0.32142857
1775,0.2857143
1776,1.1785715
1777,4.464286
1778,0.2857143
1779,0.78571427
1780,0.25
1781,0.48680502
1782,0.53571427
1783,0.14285715
1784,0.42857143
1785,0.60714287
1786,0.071428575
1787,0.4294066
1788,0.4642857
1789,0.035714287
1790,0.14285715
1791,0.25
1792,0.10714286
1793,0.10714286
1794,0.5
1795,0.71428573
1796,0.10714286
1797,0.64285713
1798,0.035714287
1799,0.14285715
1800,0.53571427
